      0		idle		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		
      1		idle		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		
      2		reset		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		
  10138		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10139		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10140		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10141		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10142		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10143		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10144		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10145		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10146		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10147		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10148		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10149		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10150		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10151		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10152		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10153		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10154		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10155		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10156		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10157		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10158		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10159		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10160		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10161		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10162		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10163		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10164		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10165		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10166		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10167		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10168		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10169		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10170		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10171		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10172		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10173		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10174		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10175		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10176		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10177		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10178		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10179		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10180		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10181		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10182		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10183		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10184		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10185		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10186		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10187		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10188		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10189		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10190		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10191		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10192		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10193		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10194		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10195		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10196		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10197		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10198		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10199		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10200		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10201		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10202		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10203		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10204		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10205		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10206		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10207		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10208		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10209		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10210		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10211		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10212		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10213		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10214		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10215		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10216		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10217		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10218		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10219		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10220		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10221		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10222		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10223		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10224		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10225		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10226		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10227		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10228		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10229		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10230		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10231		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10232		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10233		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10234		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10235		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10236		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10237		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10238		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10239		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10240		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10241		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10242		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10243		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10244		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10245		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10246		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10247		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10248		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10249		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10250		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10251		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10252		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10253		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10254		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10255		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10256		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10257		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10258		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10259		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10260		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10261		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10262		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10263		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10264		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10265		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10266		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10267		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10268		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10269		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10270		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10271		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10272		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10273		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10274		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10275		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10276		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10277		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10278		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10279		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10280		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10281		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10282		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10283		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10284		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10285		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10286		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10287		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10288		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10289		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10290		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10291		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10292		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10293		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10294		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10295		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10296		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10297		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10298		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10299		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10300		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10301		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10302		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10303		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10304		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10305		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10306		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10307		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10308		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10309		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10310		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10311		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10312		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10313		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10314		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10315		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10316		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10317		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10318		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10319		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10320		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10321		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10322		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10323		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10324		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10325		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10326		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10327		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10328		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10329		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10330		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10331		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10332		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10333		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10334		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10335		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10336		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10337		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10338		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10339		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10340		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10341		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10342		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10343		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10344		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10345		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10346		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10347		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10348		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10349		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10350		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10351		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10352		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10353		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10354		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10355		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10356		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10357		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10358		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10359		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10360		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10361		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10362		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10363		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10364		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10365		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10366		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10367		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10368		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10369		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10370		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10371		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10372		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10373		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10374		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10375		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10376		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10377		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10378		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10379		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10380		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10381		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10382		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10383		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10384		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10385		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10386		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10387		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10388		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10389		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10390		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10391		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10392		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10393		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10394		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10395		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10396		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10397		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10398		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10399		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10400		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10401		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10402		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10403		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10404		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10405		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10406		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10407		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10408		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10409		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10410		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10411		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10412		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10413		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10414		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10415		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10416		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10417		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10418		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10419		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10420		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10421		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10422		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10423		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10424		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10425		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10426		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10427		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10428		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10429		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10430		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10431		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10432		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10433		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10434		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10435		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10436		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10437		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10438		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10439		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10440		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10441		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10442		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10443		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10444		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10445		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10446		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10447		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10448		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10449		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10450		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10451		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10452		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10453		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10454		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10455		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10456		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10457		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10458		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10459		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10460		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10461		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10462		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10463		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10464		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10465		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10466		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10467		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10468		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10469		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10470		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10471		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10472		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10473		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10474		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10475		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10476		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10477		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10478		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10479		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10480		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10481		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10482		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10483		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10484		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10485		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10486		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10487		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10488		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10489		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10490		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10491		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10492		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10493		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10494		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10495		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10496		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10497		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10498		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10499		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10500		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
