      0		idle		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		
      1		idle		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		
      2		reset		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		xxxx		
  10501		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10502		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10503		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10504		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10505		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10506		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10507		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10508		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10509		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10510		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10511		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10512		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10513		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10514		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10515		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10516		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10517		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10518		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10519		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10520		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10521		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10522		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10523		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10524		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10525		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10526		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10527		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10528		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10529		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10530		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10531		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10532		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10533		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10534		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10535		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10536		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10537		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10538		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10539		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10540		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10541		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10542		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10543		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10544		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10545		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10546		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10547		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10548		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10549		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10550		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10551		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10552		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10553		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10554		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10555		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10556		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10557		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10558		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10559		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10560		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10561		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10562		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10563		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10564		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10565		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10566		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10567		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10568		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10569		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10570		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10571		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10572		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10573		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10574		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10575		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10576		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10577		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10578		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10579		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10580		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10581		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10582		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10583		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10584		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10585		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10586		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10587		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10588		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10589		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10590		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10591		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10592		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10593		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10594		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10595		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10596		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10597		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10598		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10599		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10600		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10601		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10602		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10603		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10604		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10605		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10606		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10607		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10608		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10609		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10610		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10611		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10612		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10613		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10614		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10615		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10616		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10617		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10618		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10619		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10620		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10621		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10622		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10623		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10624		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10625		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10626		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10627		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10628		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10629		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10630		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10631		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10632		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10633		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10634		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10635		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10636		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10637		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10638		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10639		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10640		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10641		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10642		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10643		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10644		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10645		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10646		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10647		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10648		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10649		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10650		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10651		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10652		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10653		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10654		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10655		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10656		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10657		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10658		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10659		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10660		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10661		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10662		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10663		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10664		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10665		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10666		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10667		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10668		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10669		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10670		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10671		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10672		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10673		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10674		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10675		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10676		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10677		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10678		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10679		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10680		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10681		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10682		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10683		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10684		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10685		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10686		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10687		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10688		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10689		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10690		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10691		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10692		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10693		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10694		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10695		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10696		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10697		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10698		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10699		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10700		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10701		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10702		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10703		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10704		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10705		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10706		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10707		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10708		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10709		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10710		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10711		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10712		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10713		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10714		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10715		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10716		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10717		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10718		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10719		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10720		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10721		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10722		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10723		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10724		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10725		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10726		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10727		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10728		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10729		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
  10730		idle		0000		0000		0000		0000		0000		0000		0000		1010		1010		1010		
